1682634399.960073,0
1682634400.080588,2
1682634400.196916,11
1682634400.304835,10
1682634400.415049,13
1682634400.528561,12
1682634400.636742,10
1682634400.744344,12
1682634400.851611,12
1682634400.990076,9
1682634401.097058,11
1682634401.206150,13
1682634401.313543,23
1682634401.421516,24
1682634401.530318,25
1682634401.785763,26
1682634401.892882,26
1682634402.001392,26
1682634402.109191,28
1682634402.215665,27
1682634402.323352,24
1682634402.430802,13
1682634402.547539,11
1682634402.667090,13
1682634402.774870,18
1682634402.881752,22
1682634402.989654,25
1682634403.096807,25
1682634403.206269,31
1682634403.313533,32
1682634403.421319,32
1682634403.529886,30
1682634403.645409,25
1682634403.760584,15
1682634403.880764,9
1682634403.987920,11
1682634404.095585,18
1682634404.202968,22
1682634404.309755,26
1682634404.418244,27
1682634404.527058,31
1682634404.634732,34
1682634404.742536,35
1682634404.859449,32
1682634404.965308,28
1682634405.074009,16
1682634405.179686,10
1682634405.285823,8
1682634405.392825,8
1682634405.497896,6
1682634405.602621,7
1682634405.709875,9
1682634405.815590,8
1682634405.920795,8
1682634406.025939,9
1682634406.130924,8
1682634406.236354,8
1682634406.342671,8
1682634406.447859,8
1682634406.554603,8
1682634406.660069,8
1682634406.765073,6
1682634406.870115,7
1682634406.975847,7
1682634407.081171,6
1682634407.189618,6
1682634407.297319,5
1682634407.404300,5
1682634407.512383,6
1682634407.618983,6
1682634407.725622,6
1682634407.832905,6
1682634407.939644,6
1682634408.046554,7
1682634408.153781,7
1682634408.261231,7
1682634408.373578,6
1682634408.481785,6
1682634408.588529,7
1682634408.696715,6
1682634408.805494,6
1682634408.912113,6
1682634409.019501,5
1682634409.127508,6
1682634409.234899,7
1682634409.342999,7
1682634409.450653,7
1682634409.558259,6
1682634409.665261,7
1682634409.772726,7
1682634409.880070,6
1682634409.987023,7
1682634410.094424,5
1682634410.216947,1
1682634410.324799,13
1682634410.431952,18
1682634410.539293,20
1682634410.646262,21
1682634410.754241,24
1682634410.861081,25
1682634410.968678,23
1682634411.076055,22
1682634411.183659,24
1682634411.291466,20
1682634411.398885,19
1682634411.506104,14
1682634411.617532,9
1682634411.724815,10
1682634411.832505,19
1682634411.940034,25
1682634412.047299,27
1682634412.155686,29
1682634412.263745,29
1682634412.371090,27
1682634412.478578,28
1682634412.585974,28
1682634412.693946,28
1682634412.800485,26
1682634412.907645,26
1682634413.015569,20
1682634413.136204,11
1682634413.243631,10
1682634413.351413,21
1682634413.460268,26
1682634413.567946,30
1682634413.674968,33
1682634413.781809,33
1682634413.892214,34
1682634413.998893,33
1682634414.106593,31
1682634414.217775,30
1682634414.324990,28
1682634414.432472,24
1682634414.539884,15
1682634414.648094,5
1682634414.755021,2
1682634414.862390,5
1682634414.975089,6
1682634415.081991,7
1682634415.189831,8
1682634415.297263,8
1682634415.405597,9
1682634415.513042,10
1682634415.619555,9
1682634415.727823,10
1682634415.836155,10
1682634415.942863,10
1682634416.050018,10
1682634416.157830,10
1682634416.265939,10
1682634416.373662,10
1682634416.480241,10
1682634416.587869,10
1682634416.694717,11
1682634416.801340,9
1682634416.908653,10
1682634417.015037,10
1682634417.122404,9
1682634417.230104,9
1682634417.338151,9
1682634417.445600,9
1682634417.552304,8
1682634417.659614,10
1682634417.767767,9
1682634417.875363,9
1682634417.984475,8
1682634418.093240,8
1682634418.203125,8
1682634418.310318,8
1682634418.417479,9
1682634418.525221,8
1682634418.631971,9
1682634418.739189,9
1682634418.847073,8
1682634418.953853,10
1682634419.061277,10
1682634419.168780,9
1682634419.275760,11
1682634419.382862,9
1682634419.490061,9
1682634419.597360,10
1682634419.704931,16
1682634419.813949,21
1682634419.921070,23
1682634420.029369,27
1682634420.136308,27
1682634420.244565,32
1682634420.351344,35
1682634420.459646,29
1682634420.566678,29
1682634420.674136,22
1682634420.781785,14
1682634420.904564,4
1682634421.011167,10
1682634421.118875,22
1682634421.226535,23
1682634421.333762,25
1682634421.441637,25
1682634421.548807,25
1682634421.657009,23
1682634421.764137,25
1682634421.871900,22
1682634421.978732,23
1682634422.085831,23
1682634422.193503,21
1682634422.309540,23
1682634422.416032,19
1682634422.523388,14
1682634422.630336,12
1682634422.740191,14
1682634422.848015,18
1682634422.954508,24
1682634423.061739,25
1682634423.169525,25
1682634423.277416,23
1682634423.384480,29
1682634423.491217,34
1682634423.598250,35
1682634423.705625,34
1682634423.812539,33
1682634424.110190,14
1682634424.218427,14
1682634424.325656,11
1682634424.433584,10
1682634424.542217,10
1682634424.649222,9
1682634424.757077,10
1682634424.865016,10
1682634424.971863,9
1682634425.079160,10
1682634425.186363,10
1682634425.293450,10
1682634425.400544,10
1682634425.508194,11
1682634425.614801,10
1682634425.722252,11
1682634425.829434,12
1682634425.937035,11
1682634426.045206,11
1682634426.151919,11
1682634426.259416,11
1682634426.366315,10
1682634426.473405,12
1682634426.580966,10
1682634426.687919,11
1682634426.795247,10
1682634426.902402,10
1682634427.009569,10
1682634427.117713,11
1682634427.225269,11
1682634427.331733,11
1682634427.440010,11
1682634427.547078,12
1682634427.653419,12
1682634427.760949,11
1682634427.867847,12
1682634427.975118,10
1682634428.082391,11
1682634428.190283,12
1682634428.297176,11
1682634428.404319,10
1682634428.510833,11
1682634428.617484,11
1682634428.725518,11
1682634428.831407,11
1682634428.939080,11
1682634429.047274,11
1682634429.161597,13
1682634429.268941,9
1682634429.375664,17
1682634429.482070,23
1682634429.589970,26
1682634429.696201,30
1682634429.802203,31
1682634429.909691,35
1682634430.016641,37
1682634430.122965,38
1682634430.230271,38
1682634430.344986,38
1682634430.451285,31
1682634430.558145,26
1682634430.663999,17
1682634430.771135,12
1682634430.880149,13
1682634430.987606,16
1682634431.095145,14
1682634431.201782,13
1682634431.309166,22
1682634431.416923,28
1682634431.523327,35
1682634431.630197,35
1682634431.738788,27
1682634431.846434,17
1682634431.953856,16
1682634432.060878,14
1682634432.168619,21
1682634432.276003,24
1682634432.382490,31
1682634432.489845,30
1682634432.597274,27
